variable,pressure_variable,lag_months,n,pearson_corr
V04,Monthly_Trolley_Total,5,115,-0.06456056919623517
V04,Monthly_Trolley_Total,6,114,-0.017218322145869505
V04,Monthly_Trolley_Total,7,113,-0.010583859657404101
V04,Monthly_Trolley_Total,8,112,0.04165055937175298
V04,Monthly_Trolley_Total,9,111,0.04436535609995144
V04,Monthly_Trolley_Total,10,110,0.0571501195603997
V04,Monthly_Trolley_Total,11,109,0.030480077856637113
V04,Monthly_Trolley_Total,12,108,0.04483776561762072
V04,Monthly_Ward_Total,0,120,-0.10779973361806564
V04,Monthly_Ward_Total,1,119,-0.10890033115677872
V04,Monthly_Ward_Total,2,118,-0.07535111739838102
V04,Monthly_Ward_Total,3,117,-0.07629739583509594
V04,Monthly_Ward_Total,4,116,-0.06347562802221668
V04,Monthly_Ward_Total,5,115,-0.030062381623426206
V04,Monthly_Ward_Total,6,114,0.019423807207172118
V04,Monthly_Ward_Total,7,113,0.023440383887785406
V04,Monthly_Ward_Total,8,112,0.0903032142341445
V04,Monthly_Ward_Total,9,111,0.11915984560539312
V04,Monthly_Ward_Total,10,110,0.16816834347736778
V04,Monthly_Ward_Total,11,109,0.18064899865415962
V04,Monthly_Ward_Total,12,108,0.22779794922220817
V06,Monthly_Total_Pressure,0,120,0.38114186698829605
V06,Monthly_Total_Pressure,1,119,0.34490604565374167
V06,Monthly_Total_Pressure,2,118,0.39030899915569783
V06,Monthly_Total_Pressure,3,117,0.4109391105628326
V06,Monthly_Total_Pressure,4,116,0.4166780002966001
V06,Monthly_Total_Pressure,5,115,0.4344128951972977
V06,Monthly_Total_Pressure,6,114,0.4602453846130011
V06,Monthly_Total_Pressure,7,113,0.42666468685921743
V06,Monthly_Total_Pressure,8,112,0.48072881582300225
V06,Monthly_Total_Pressure,9,111,0.43936628466787836
V06,Monthly_Total_Pressure,10,110,0.4007384799771951
V06,Monthly_Total_Pressure,11,109,0.3364034521365955
V06,Monthly_Total_Pressure,12,108,0.35125710850526703
V06,Monthly_Trolley_Total,0,120,0.2937138190069857
V06,Monthly_Trolley_Total,1,119,0.2536770933873517
V06,Monthly_Trolley_Total,2,118,0.2962365441374206
V06,Monthly_Trolley_Total,3,117,0.31258482883079924
V06,Monthly_Trolley_Total,4,116,0.3145065488054358
V06,Monthly_Trolley_Total,5,115,0.32467762406609335
V06,Monthly_Trolley_Total,6,114,0.34207219900720026
V06,Monthly_Trolley_Total,7,113,0.3011670874044105
V06,Monthly_Trolley_Total,8,112,0.3451803644882175
V06,Monthly_Trolley_Total,9,111,0.29877493322763704
V06,Monthly_Trolley_Total,10,110,0.2552413764430839
V06,Monthly_Trolley_Total,11,109,0.19188896880708528
V06,Monthly_Trolley_Total,12,108,0.19892076761078134
V06,Monthly_Ward_Total,0,120,0.478848044224952
V06,Monthly_Ward_Total,1,119,0.4590780554568977
V06,Monthly_Ward_Total,2,118,0.500996212636207
V06,Monthly_Ward_Total,3,117,0.5259773593147226
V06,Monthly_Ward_Total,4,116,0.5384584054587525
V06,Monthly_Ward_Total,5,115,0.5677589889052048
V06,Monthly_Ward_Total,6,114,0.6044194780315585
V06,Monthly_Ward_Total,7,113,0.5922805638044102
V06,Monthly_Ward_Total,8,112,0.6551346257300248
V06,Monthly_Ward_Total,9,111,0.6328833038267371
V06,Monthly_Ward_Total,10,110,0.6128435823800393
V06,Monthly_Ward_Total,11,109,0.5602938058832606
V06,Monthly_Ward_Total,12,108,0.5882574104768132
V07 1,Monthly_Total_Pressure,0,120,0.21934322354295932
V07 1,Monthly_Total_Pressure,1,119,0.20698161253468927
V07 1,Monthly_Total_Pressure,2,118,0.23597569248374692
V07 1,Monthly_Total_Pressure,3,117,0.24486898426375753
V07 1,Monthly_Total_Pressure,4,116,0.23856266562610998
V07 1,Monthly_Total_Pressure,5,115,0.22913282703980611
V07 1,Monthly_Total_Pressure,6,114,0.2252580175935306
V07 1,Monthly_Total_Pressure,7,113,0.1896908231560719
V07 1,Monthly_Total_Pressure,8,112,0.19387106642044566
V07 1,Monthly_Total_Pressure,9,111,0.18546113273504433
V07 1,Monthly_Total_Pressure,10,110,0.18424883756745797
V07 1,Monthly_Total_Pressure,11,109,0.1803163829957803
V07 1,Monthly_Total_Pressure,12,108,0.19071182293612324
V07 1,Monthly_Trolley_Total,0,120,0.1909443283156236
V07 1,Monthly_Trolley_Total,1,119,0.18129094462541986
V07 1,Monthly_Trolley_Total,2,118,0.214154598285039
V07 1,Monthly_Trolley_Total,3,117,0.22588155829922457
V07 1,Monthly_Trolley_Total,4,116,0.22274737894849206
V07 1,Monthly_Trolley_Total,5,115,0.2161129427218422
V07 1,Monthly_Trolley_Total,6,114,0.21290119416725098
V07 1,Monthly_Trolley_Total,7,113,0.1788893761582485
V07 1,Monthly_Trolley_Total,8,112,0.18701527366548057
V07 1,Monthly_Trolley_Total,9,111,0.18068283111885564
V07 1,Monthly_Trolley_Total,10,110,0.18192675155064172
V07 1,Monthly_Trolley_Total,11,109,0.1846758147202315
V07 1,Monthly_Trolley_Total,12,108,0.19633761367877092
V07 1,Monthly_Ward_Total,0,120,0.2307830229549876
V07 1,Monthly_Ward_Total,1,119,0.21617218856591705
V07 1,Monthly_Ward_Total,2,118,0.23134110674413894
V07 1,Monthly_Ward_Total,3,117,0.23259071571813678
V07 1,Monthly_Ward_Total,4,116,0.2211728408813703
V07 1,Monthly_Ward_Total,5,115,0.2078096021352316
V07 1,Monthly_Ward_Total,6,114,0.20301713194373605
V07 1,Monthly_Ward_Total,7,113,0.1716994039035718
V07 1,Monthly_Ward_Total,8,112,0.16667044631696848
V07 1,Monthly_Ward_Total,9,111,0.15576008852545084
V07 1,Monthly_Ward_Total,10,110,0.14979564134306472
V07 1,Monthly_Ward_Total,11,109,0.1332367530420126
V07 1,Monthly_Ward_Total,12,108,0.13883889495553772
V07 2,Monthly_Total_Pressure,0,120,0.22894985293908596
V07 2,Monthly_Total_Pressure,1,119,0.21113178878417174
V07 2,Monthly_Total_Pressure,2,118,0.24489351404469123
V07 2,Monthly_Total_Pressure,3,117,0.2550100924993338
V07 2,Monthly_Total_Pressure,4,116,0.2466481562485813
V07 2,Monthly_Total_Pressure,5,115,0.23161353924837727
V07 2,Monthly_Total_Pressure,6,114,0.23902805236547434
V07 2,Monthly_Total_Pressure,7,113,0.192069406161759
V07 2,Monthly_Total_Pressure,8,112,0.19691272854547912
V07 2,Monthly_Total_Pressure,9,111,0.18332234352579355
V07 2,Monthly_Total_Pressure,10,110,0.17579473972049828
V07 2,Monthly_Total_Pressure,11,109,0.1592418446177779
V07 2,Monthly_Total_Pressure,12,108,0.18219925435536208
V07 2,Monthly_Trolley_Total,0,120,0.20051035196487835
V07 2,Monthly_Trolley_Total,1,119,0.18672067151635718
V07 2,Monthly_Trolley_Total,2,118,0.22584953860107126
V07 2,Monthly_Trolley_Total,3,117,0.24000047481715123
V07 2,Monthly_Trolley_Total,4,116,0.23416067210763078
V07 2,Monthly_Trolley_Total,5,115,0.22113027971122354
V07 2,Monthly_Trolley_Total,6,114,0.2278817328151908
V07 2,Monthly_Trolley_Total,7,113,0.1808174108586229
V07 2,Monthly_Trolley_Total,8,112,0.18735500965441834
V07 2,Monthly_Trolley_Total,9,111,0.17384442915090795
V07 2,Monthly_Trolley_Total,10,110,0.16925284228842627
V07 2,Monthly_Trolley_Total,11,109,0.15789384697562653
V07 2,Monthly_Trolley_Total,12,108,0.17910042570812465
V07 2,Monthly_Ward_Total,0,120,0.23843165698191238
V07 2,Monthly_Ward_Total,1,119,0.21684245899111043
V07 2,Monthly_Ward_Total,2,118,0.23273158518318812
V07 2,Monthly_Ward_Total,3,117,0.2325040868149944
V07 2,Monthly_Ward_Total,4,116,0.2207828345507246
V07 2,Monthly_Ward_Total,5,115,0.20458871577231696
V07 2,Monthly_Ward_Total,6,114,0.2114161792174395
V07 2,Monthly_Ward_Total,7,113,0.17449405422823933
V07 2,Monthly_Ward_Total,8,112,0.1745781695816883
V07 2,Monthly_Ward_Total,9,111,0.1636695751962507
V07 2,Monthly_Ward_Total,10,110,0.15176447185267777
V07 2,Monthly_Ward_Total,11,109,0.12827939735503088
V07 2,Monthly_Ward_Total,12,108,0.14996084418709887
V07 3,Monthly_Total_Pressure,0,120,0.2685082891218539
V07 3,Monthly_Total_Pressure,1,119,0.1850599071154424
V07 3,Monthly_Total_Pressure,2,118,0.16063332498818797
V07 3,Monthly_Total_Pressure,3,117,0.08238548977224133
V07 3,Monthly_Total_Pressure,4,116,0.022431681717718633
V07 3,Monthly_Total_Pressure,5,115,-0.02493319734161542
V07 3,Monthly_Total_Pressure,6,114,-0.026132507093622633
V07 3,Monthly_Total_Pressure,7,113,-0.038696799390790536
V07 3,Monthly_Total_Pressure,8,112,0.042334607108500066
V07 3,Monthly_Total_Pressure,9,111,0.06989974870407956
V07 3,Monthly_Total_Pressure,10,110,0.1257956289261697
V07 3,Monthly_Total_Pressure,11,109,0.11340905904504539
V07 3,Monthly_Total_Pressure,12,108,0.11983190818415713
V07 3,Monthly_Trolley_Total,0,120,0.2340509970298852
V07 3,Monthly_Trolley_Total,1,119,0.12914667679339015
V07 3,Monthly_Trolley_Total,2,118,0.09472431753460249
V07 3,Monthly_Trolley_Total,3,117,0.012602225484763982
V07 3,Monthly_Trolley_Total,4,116,-0.053044880741516254
V07 3,Monthly_Trolley_Total,5,115,-0.10128743765071745
V07 3,Monthly_Trolley_Total,6,114,-0.10674009912035888
V07 3,Monthly_Trolley_Total,7,113,-0.12157520638992679
V07 3,Monthly_Trolley_Total,8,112,-0.04971141516529481
V07 3,Monthly_Trolley_Total,9,111,-0.029901248522078334
V07 3,Monthly_Trolley_Total,10,110,0.015599457719178597
V07 3,Monthly_Trolley_Total,11,109,-0.001366297542734433
V07 3,Monthly_Trolley_Total,12,108,-0.002732182856542847
V07 3,Monthly_Ward_Total,0,120,0.2818845973028782
V07 3,Monthly_Ward_Total,1,119,0.2605378735931612
V07 3,Monthly_Ward_Total,2,118,0.2616957062945708
V07 3,Monthly_Ward_Total,3,117,0.20758495287067047
V07 3,Monthly_Ward_Total,4,116,0.17181002332445705
V07 3,Monthly_Ward_Total,5,115,0.1362859338411742
V07 3,Monthly_Ward_Total,6,114,0.14385379966686976
V07 3,Monthly_Ward_Total,7,113,0.13822997719880373
V07 3,Monthly_Ward_Total,8,112,0.2211256414180051
V07 3,Monthly_Ward_Total,9,111,0.25875203443532124
V07 3,Monthly_Ward_Total,10,110,0.3242479931057351
V07 3,Monthly_Ward_Total,11,109,0.3237818862710139
V07 3,Monthly_Ward_Total,12,108,0.344973701613126
V07 4,Monthly_Total_Pressure,0,120,0.3188736624709952
V07 4,Monthly_Total_Pressure,1,119,0.23676089004683137
V07 4,Monthly_Total_Pressure,2,118,0.24836878277869837
V07 4,Monthly_Total_Pressure,3,117,0.24942533582953336
V07 4,Monthly_Total_Pressure,4,116,0.2566575918348571
V07 4,Monthly_Total_Pressure,5,115,0.22910174552174775
V07 4,Monthly_Total_Pressure,6,114,0.23952578699698113
V07 4,Monthly_Total_Pressure,7,113,0.193282684483209
V07 4,Monthly_Total_Pressure,8,112,0.19460613546700914
V07 4,Monthly_Total_Pressure,9,111,0.1475096303329982
V07 4,Monthly_Total_Pressure,10,110,0.10841689744020037
V07 4,Monthly_Total_Pressure,11,109,0.08282334059331109
V07 4,Monthly_Total_Pressure,12,108,0.11100730003189402
V07 4,Monthly_Trolley_Total,0,120,0.272210296767774
V07 4,Monthly_Trolley_Total,1,119,0.2020956726843941
V07 4,Monthly_Trolley_Total,2,118,0.21507009629082877
V07 4,Monthly_Trolley_Total,3,117,0.2110818458796156
V07 4,Monthly_Trolley_Total,4,116,0.21991271089091916
V07 4,Monthly_Trolley_Total,5,115,0.1974530990612629
V07 4,Monthly_Trolley_Total,6,114,0.20789358826092907
V07 4,Monthly_Trolley_Total,7,113,0.16337418343567905
V07 4,Monthly_Trolley_Total,8,112,0.1671380798060982
V07 4,Monthly_Trolley_Total,9,111,0.12447321262302853
V07 4,Monthly_Trolley_Total,10,110,0.09088698081787396
V07 4,Monthly_Trolley_Total,11,109,0.061794940938264285
V07 4,Monthly_Trolley_Total,12,108,0.08839833153772353
V07 4,Monthly_Ward_Total,0,120,0.34649584407369194
V07 4,Monthly_Ward_Total,1,119,0.25805052347978286
V07 4,Monthly_Ward_Total,2,118,0.26458039951999923
V07 4,Monthly_Ward_Total,3,117,0.27568562662606744
V07 4,Monthly_Ward_Total,4,116,0.2782179557266542
V07 4,Monthly_Ward_Total,5,115,0.24584661768443836
V07 4,Monthly_Ward_Total,6,114,0.25361079064043207
V07 4,Monthly_Ward_Total,7,113,0.21344275312835717
V07 4,Monthly_Ward_Total,8,112,0.20930083063354565
V07 4,Monthly_Ward_Total,9,111,0.16315247862479793
V07 4,Monthly_Ward_Total,10,110,0.12117825178597173
V07 4,Monthly_Ward_Total,11,109,0.10823006280844864
V07 4,Monthly_Ward_Total,12,108,0.13371751684048455
V07 5,Monthly_Total_Pressure,0,120,-0.10049494522997092
V07 5,Monthly_Total_Pressure,1,119,-0.14770113295291926
V07 5,Monthly_Total_Pressure,2,118,-0.1287476356122591
V07 5,Monthly_Total_Pressure,3,117,-0.1442783228793066
V07 5,Monthly_Total_Pressure,4,116,-0.18806761899447225
V07 5,Monthly_Total_Pressure,5,115,-0.2168514334592237
V07 5,Monthly_Total_Pressure,6,114,-0.18716963530626513
V07 5,Monthly_Total_Pressure,7,113,-0.19061591999187016
V07 5,Monthly_Total_Pressure,8,112,-0.13504257104895376
V07 5,Monthly_Total_Pressure,9,111,-0.07965785164022976
V07 5,Monthly_Total_Pressure,10,110,-0.009441902735077288
V07 5,Monthly_Total_Pressure,11,109,-0.014064811701799396
V07 5,Monthly_Total_Pressure,12,108,0.04913655747383328
V07 5,Monthly_Trolley_Total,0,120,0.019131925302915315
V07 5,Monthly_Trolley_Total,1,119,-0.035483913302794906
V07 5,Monthly_Trolley_Total,2,118,-0.01511171780913808
V07 5,Monthly_Trolley_Total,3,117,-0.027546601611167287
V07 5,Monthly_Trolley_Total,4,116,-0.06389826504970066
V07 5,Monthly_Trolley_Total,5,115,-0.08528674875035812
V07 5,Monthly_Trolley_Total,6,114,-0.05283012876283066
V07 5,Monthly_Trolley_Total,7,113,-0.04919425553800123
V07 5,Monthly_Trolley_Total,8,112,0.005657386309731784
V07 5,Monthly_Trolley_Total,9,111,0.05885385479660475
V07 5,Monthly_Trolley_Total,10,110,0.12704127105624363
V07 5,Monthly_Trolley_Total,11,109,0.13317587413089724
V07 5,Monthly_Trolley_Total,12,108,0.18557394961217888
V07 5,Monthly_Ward_Total,0,120,-0.3236328498393291
V07 5,Monthly_Ward_Total,1,119,-0.3459435378171113
V07 5,Monthly_Ward_Total,2,118,-0.33387878639831947
V07 5,Monthly_Ward_Total,3,117,-0.35236183796635123
V07 5,Monthly_Ward_Total,4,116,-0.4023429816760112
V07 5,Monthly_Ward_Total,5,115,-0.44030330151294983
V07 5,Monthly_Ward_Total,6,114,-0.4218602793064013
V07 5,Monthly_Ward_Total,7,113,-0.43841800429832645
V07 5,Monthly_Ward_Total,8,112,-0.39339794885723733
V07 5,Monthly_Ward_Total,9,111,-0.3454539690469388
V07 5,Monthly_Ward_Total,10,110,-0.28637309994104865
V07 5,Monthly_Ward_Total,11,109,-0.3117689798172204
V07 5,Monthly_Ward_Total,12,108,-0.2401322372193818
