variable,pressure_variable,lag_months,n,pearson_corr
A01,Monthly_Total_Pressure,0,120,0.4266949686142575
A01,Monthly_Total_Pressure,1,119,0.40769508044021735
A01,Monthly_Total_Pressure,2,118,0.3775659192164923
A01,Monthly_Total_Pressure,3,117,0.3627571224580724
A01,Monthly_Total_Pressure,4,116,0.3181515988469601
A01,Monthly_Total_Pressure,5,115,0.29737436510002957
A01,Monthly_Total_Pressure,6,114,0.2596522997498332
A01,Monthly_Total_Pressure,7,113,0.26000279845708846
A01,Monthly_Total_Pressure,8,112,0.2837349686422758
A01,Monthly_Total_Pressure,9,111,0.28512864957366024
A01,Monthly_Total_Pressure,10,110,0.2867884543881633
A01,Monthly_Total_Pressure,11,109,0.27005471321818597
A01,Monthly_Total_Pressure,12,108,0.2519727582509696
A01,Monthly_Trolley_Total,0,120,0.3676170600354987
A01,Monthly_Trolley_Total,1,119,0.33454459046142415
A01,Monthly_Trolley_Total,2,118,0.30057525794879136
A01,Monthly_Trolley_Total,3,117,0.28128393969040055
A01,Monthly_Trolley_Total,4,116,0.22919396472778428
A01,Monthly_Trolley_Total,5,115,0.20648555754917938
A01,Monthly_Trolley_Total,6,114,0.16039697346555828
A01,Monthly_Trolley_Total,7,113,0.1585922662837333
A01,Monthly_Trolley_Total,8,112,0.18135008653518309
A01,Monthly_Trolley_Total,9,111,0.1816954603662876
A01,Monthly_Trolley_Total,10,110,0.185935386362539
A01,Monthly_Trolley_Total,11,109,0.17091732820813027
A01,Monthly_Trolley_Total,12,108,0.1448811479462333
A01,Monthly_Ward_Total,0,120,0.4567822407817906
A01,Monthly_Ward_Total,1,119,0.47183247264188477
A01,Monthly_Ward_Total,2,118,0.45604014872764964
A01,Monthly_Ward_Total,3,117,0.45339453261407586
A01,Monthly_Ward_Total,4,116,0.43347574489829743
A01,Monthly_Ward_Total,5,115,0.4208767716332175
A01,Monthly_Ward_Total,6,114,0.40748322193480063
A01,Monthly_Ward_Total,7,113,0.4117014038522699
A01,Monthly_Ward_Total,8,112,0.4323338167701714
A01,Monthly_Ward_Total,9,111,0.43560756405647993
A01,Monthly_Ward_Total,10,110,0.43189440440128296
A01,Monthly_Ward_Total,11,109,0.41532751042493093
A01,Monthly_Ward_Total,12,108,0.41751548467989297
A02,Monthly_Total_Pressure,0,120,0.29188394164964887
A02,Monthly_Total_Pressure,1,119,0.2583831857810729
A02,Monthly_Total_Pressure,2,118,0.3134586386995121
A02,Monthly_Total_Pressure,3,117,0.3213762633683271
A02,Monthly_Total_Pressure,4,116,0.2994740765543348
A02,Monthly_Total_Pressure,5,115,0.29963790951579106
A02,Monthly_Total_Pressure,6,114,0.30777016379928324
A02,Monthly_Total_Pressure,7,113,0.23535932289665404
A02,Monthly_Total_Pressure,8,112,0.26426988334327006
A02,Monthly_Total_Pressure,9,111,0.2521708486941795
A02,Monthly_Total_Pressure,10,110,0.26897408194707245
A02,Monthly_Total_Pressure,11,109,0.23466765554888794
A02,Monthly_Total_Pressure,12,108,0.2592795935256733
A02,Monthly_Trolley_Total,0,120,0.27879231180925546
A02,Monthly_Trolley_Total,1,119,0.2415826832146482
A02,Monthly_Trolley_Total,2,118,0.3014334651283293
A02,Monthly_Trolley_Total,3,117,0.31006101171201184
A02,Monthly_Trolley_Total,4,116,0.28790503860138716
A02,Monthly_Trolley_Total,5,115,0.2871291817627864
A02,Monthly_Trolley_Total,6,114,0.2910194387810281
A02,Monthly_Trolley_Total,7,113,0.2207445220991849
A02,Monthly_Trolley_Total,8,112,0.24932313005386056
A02,Monthly_Trolley_Total,9,111,0.23543904540643315
A02,Monthly_Trolley_Total,10,110,0.2512461434351889
A02,Monthly_Trolley_Total,11,109,0.2266450116992753
A02,Monthly_Trolley_Total,12,108,0.24747103008074312
A02,Monthly_Ward_Total,0,120,0.2566276679340901
A02,Monthly_Ward_Total,1,119,0.2386790424256552
A02,Monthly_Ward_Total,2,118,0.2726803948684616
A02,Monthly_Ward_Total,3,117,0.27750729134634866
A02,Monthly_Ward_Total,4,116,0.26073577491616656
A02,Monthly_Ward_Total,5,115,0.26252360459155105
A02,Monthly_Ward_Total,6,114,0.27711224353006786
A02,Monthly_Ward_Total,7,113,0.2155062782629059
A02,Monthly_Ward_Total,8,112,0.2386197971608035
A02,Monthly_Ward_Total,9,111,0.23267855945229712
A02,Monthly_Ward_Total,10,110,0.24798155252911283
A02,Monthly_Ward_Total,11,109,0.20136618338026
A02,Monthly_Ward_Total,12,108,0.22852499181600355
A03,Monthly_Total_Pressure,0,120,0.020746025741745208
A03,Monthly_Total_Pressure,1,119,0.0027453281811449836
A03,Monthly_Total_Pressure,2,118,0.061344972677192244
A03,Monthly_Total_Pressure,3,117,0.04997942022064353
A03,Monthly_Total_Pressure,4,116,0.01563718092310644
A03,Monthly_Total_Pressure,5,115,0.02379655664625064
A03,Monthly_Total_Pressure,6,114,0.06459585230592917
A03,Monthly_Total_Pressure,7,113,-0.00836654537577193
A03,Monthly_Total_Pressure,8,112,0.0613029878769772
A03,Monthly_Total_Pressure,9,111,0.056663689258184206
A03,Monthly_Total_Pressure,10,110,0.07708681683468631
A03,Monthly_Total_Pressure,11,109,0.002367355813487522
A03,Monthly_Total_Pressure,12,108,0.07074310739787353
A03,Monthly_Trolley_Total,0,120,0.10394439093133985
A03,Monthly_Trolley_Total,1,119,0.06454067329122716
A03,Monthly_Trolley_Total,2,118,0.11679708520479365
A03,Monthly_Trolley_Total,3,117,0.09555421536786887
A03,Monthly_Trolley_Total,4,116,0.04749535206390123
A03,Monthly_Trolley_Total,5,115,0.0425026446824982
A03,Monthly_Trolley_Total,6,114,0.0660963183768963
A03,Monthly_Trolley_Total,7,113,-0.018276652403706895
A03,Monthly_Trolley_Total,8,112,0.02760778385283638
A03,Monthly_Trolley_Total,9,111,-0.0016241059766065897
A03,Monthly_Trolley_Total,10,110,-0.007192408903592589
A03,Monthly_Trolley_Total,11,109,-0.091748093388505
A03,Monthly_Trolley_Total,12,108,-0.03895127215786466
A03,Monthly_Ward_Total,0,120,-0.15369909309287838
A03,Monthly_Ward_Total,1,119,-0.12399611700480487
A03,Monthly_Ward_Total,2,118,-0.06463239259232774
A03,Monthly_Ward_Total,3,117,-0.05340881602083881
A03,Monthly_Ward_Total,4,116,-0.05264143983354563
A03,Monthly_Ward_Total,5,115,-0.01940026968635892
A03,Monthly_Ward_Total,6,114,0.04792570485293193
A03,Monthly_Ward_Total,7,113,0.013577576906569078
A03,Monthly_Ward_Total,8,112,0.1170216149346129
A03,Monthly_Ward_Total,9,111,0.16359134334801234
A03,Monthly_Ward_Total,10,110,0.23293376905516622
A03,Monthly_Ward_Total,11,109,0.19406044845712456
A03,Monthly_Ward_Total,12,108,0.2799725573375249
A04,Monthly_Total_Pressure,0,120,0.38417494292398646
A04,Monthly_Total_Pressure,1,119,0.3493099748533178
A04,Monthly_Total_Pressure,2,118,0.3583690537972661
A04,Monthly_Total_Pressure,3,117,0.3452087256770767
A04,Monthly_Total_Pressure,4,116,0.31966953824048006
A04,Monthly_Total_Pressure,5,115,0.302665977983177
A04,Monthly_Total_Pressure,6,114,0.2985562076194332
A04,Monthly_Total_Pressure,7,113,0.2427782386480558
A04,Monthly_Total_Pressure,8,112,0.24522273758103474
A04,Monthly_Total_Pressure,9,111,0.2251209641464694
A04,Monthly_Total_Pressure,10,110,0.22462432363456417
A04,Monthly_Total_Pressure,11,109,0.19055179298128005
A04,Monthly_Total_Pressure,12,108,0.189530640495315
A04,Monthly_Trolley_Total,0,120,0.2978435896910913
A04,Monthly_Trolley_Total,1,119,0.25931343617357494
A04,Monthly_Trolley_Total,2,118,0.2693960642355667
A04,Monthly_Trolley_Total,3,117,0.2567023373733323
A04,Monthly_Trolley_Total,4,116,0.23143869865660913
A04,Monthly_Trolley_Total,5,115,0.21578849068142308
A04,Monthly_Trolley_Total,6,114,0.2087353823739435
A04,Monthly_Trolley_Total,7,113,0.15415065925975766
A04,Monthly_Trolley_Total,8,112,0.15554652036922823
A04,Monthly_Trolley_Total,9,111,0.13419607809311196
A04,Monthly_Trolley_Total,10,110,0.13411839827504451
A04,Monthly_Trolley_Total,11,109,0.10561199706763963
A04,Monthly_Trolley_Total,12,108,0.10211669915456748
A04,Monthly_Ward_Total,0,120,0.4789953446383234
A04,Monthly_Ward_Total,1,119,0.46004528065004585
A04,Monthly_Ward_Total,2,118,0.46530315360582675
A04,Monthly_Ward_Total,3,117,0.4538502820872002
A04,Monthly_Ward_Total,4,116,0.4331942504202503
A04,Monthly_Ward_Total,5,115,0.4168658204042278
A04,Monthly_Ward_Total,6,114,0.4189399969640075
A04,Monthly_Ward_Total,7,113,0.37207722313268177
A04,Monthly_Ward_Total,8,112,0.3760761854149319
A04,Monthly_Ward_Total,9,111,0.3628328253646444
A04,Monthly_Ward_Total,10,110,0.3618085524728558
A04,Monthly_Ward_Total,11,109,0.32366413990175735
A04,Monthly_Ward_Total,12,108,0.32807307606271796
A05,Monthly_Total_Pressure,0,120,0.285620797094643
A05,Monthly_Total_Pressure,1,119,0.2765163759603395
A05,Monthly_Total_Pressure,2,118,0.29622994571138916
A05,Monthly_Total_Pressure,3,117,0.2973803873907339
A05,Monthly_Total_Pressure,4,116,0.29186446700149915
A05,Monthly_Total_Pressure,5,115,0.287968371922832
A05,Monthly_Total_Pressure,6,114,0.2867073040916336
A05,Monthly_Total_Pressure,7,113,0.2649233862925227
A05,Monthly_Total_Pressure,8,112,0.2678701947005599
A05,Monthly_Total_Pressure,9,111,0.260749584940091
A05,Monthly_Total_Pressure,10,110,0.2676611462486236
A05,Monthly_Total_Pressure,11,109,0.25579799005912657
A05,Monthly_Total_Pressure,12,108,0.2579420872280782
A05,Monthly_Trolley_Total,0,120,0.2618515500960103
A05,Monthly_Trolley_Total,1,119,0.253139768430733
A05,Monthly_Trolley_Total,2,118,0.27490916257738013
A05,Monthly_Trolley_Total,3,117,0.2770696387712991
A05,Monthly_Trolley_Total,4,116,0.2723112991302484
A05,Monthly_Trolley_Total,5,115,0.26823380640614863
A05,Monthly_Trolley_Total,6,114,0.2651064553269474
A05,Monthly_Trolley_Total,7,113,0.2435154911269501
A05,Monthly_Trolley_Total,8,112,0.24709091685368606
A05,Monthly_Trolley_Total,9,111,0.23974176308859232
A05,Monthly_Trolley_Total,10,110,0.24677573946883596
A05,Monthly_Trolley_Total,11,109,0.2394429536477526
A05,Monthly_Trolley_Total,12,108,0.24111726371099135
A05,Monthly_Ward_Total,0,120,0.2735176533367954
A05,Monthly_Ward_Total,1,119,0.266448580339445
A05,Monthly_Ward_Total,2,118,0.27801707076421445
A05,Monthly_Ward_Total,3,117,0.27686199567154174
A05,Monthly_Ward_Total,4,116,0.2710062079817052
A05,Monthly_Ward_Total,5,115,0.2680584082558033
A05,Monthly_Ward_Total,6,114,0.2703834499243778
A05,Monthly_Ward_Total,7,113,0.2526713374178563
A05,Monthly_Ward_Total,8,112,0.25335428119911707
A05,Monthly_Ward_Total,9,111,0.24816085025643256
A05,Monthly_Ward_Total,10,110,0.2534010774554015
A05,Monthly_Ward_Total,11,109,0.2350384149983267
A05,Monthly_Ward_Total,12,108,0.23772344896841496
A06,Monthly_Total_Pressure,0,120,0.11372432707724431
A06,Monthly_Total_Pressure,1,119,0.05886749091799775
A06,Monthly_Total_Pressure,2,118,0.13816856842927985
A06,Monthly_Total_Pressure,3,117,0.16147741618468284
A06,Monthly_Total_Pressure,4,116,0.14776765269409645
A06,Monthly_Total_Pressure,5,115,0.15462724802192612
A06,Monthly_Total_Pressure,6,114,0.2009260576939265
A06,Monthly_Total_Pressure,7,113,0.13656591044352584
A06,Monthly_Total_Pressure,8,112,0.20941903404134593
A06,Monthly_Total_Pressure,9,111,0.2139657329215293
A06,Monthly_Total_Pressure,10,110,0.2485431650435725
A06,Monthly_Total_Pressure,11,109,0.22695790097099355
A06,Monthly_Total_Pressure,12,108,0.28281955035543616
A06,Monthly_Trolley_Total,0,120,0.16208913938401645
A06,Monthly_Trolley_Total,1,119,0.10893496721508851
A06,Monthly_Trolley_Total,2,118,0.1959453767349211
A06,Monthly_Trolley_Total,3,117,0.22151916087587184
A06,Monthly_Trolley_Total,4,116,0.20745458519631274
A06,Monthly_Trolley_Total,5,115,0.2145559146568273
A06,Monthly_Trolley_Total,6,114,0.25836575054620503
A06,Monthly_Trolley_Total,7,113,0.1952575603436268
A06,Monthly_Trolley_Total,8,112,0.2666529397354333
A06,Monthly_Trolley_Total,9,111,0.2700529000120432
A06,Monthly_Trolley_Total,10,110,0.3050154952589752
A06,Monthly_Trolley_Total,11,109,0.2905654304991813
A06,Monthly_Trolley_Total,12,108,0.3425546142879419
A06,Monthly_Ward_Total,0,120,-0.00928313927493153
A06,Monthly_Ward_Total,1,119,-0.05565947792925195
A06,Monthly_Ward_Total,2,118,-0.008564217239279394
A06,Monthly_Ward_Total,3,117,0.005346954449329194
A06,Monthly_Ward_Total,4,116,-0.004819552614477346
A06,Monthly_Ward_Total,5,115,-0.00015831166670018725
A06,Monthly_Ward_Total,6,114,0.041390384779749004
A06,Monthly_Ward_Total,7,113,-0.011739029065096964
A06,Monthly_Ward_Total,8,112,0.048164660910390185
A06,Monthly_Ward_Total,9,111,0.053956582220471554
A06,Monthly_Ward_Total,10,110,0.08024917322277665
A06,Monthly_Ward_Total,11,109,0.0490119049632367
A06,Monthly_Ward_Total,12,108,0.10085237330797676
A07,Monthly_Total_Pressure,0,120,0.3694110642140078
A07,Monthly_Total_Pressure,1,119,0.2805606806863441
A07,Monthly_Total_Pressure,2,118,0.3522550832581661
A07,Monthly_Total_Pressure,3,117,0.34436242315250826
A07,Monthly_Total_Pressure,4,116,0.3093015923785433
A07,Monthly_Total_Pressure,5,115,0.30814054212205577
A07,Monthly_Total_Pressure,6,114,0.3486640792479685
A07,Monthly_Total_Pressure,7,113,0.23933007730918826
A07,Monthly_Total_Pressure,8,112,0.28850080457266103
A07,Monthly_Total_Pressure,9,111,0.22167270620101395
A07,Monthly_Total_Pressure,10,110,0.18721180732693363
A07,Monthly_Total_Pressure,11,109,0.07099370560114521
A07,Monthly_Total_Pressure,12,108,0.10039735236684683
A07,Monthly_Trolley_Total,0,120,0.29361831675228733
A07,Monthly_Trolley_Total,1,119,0.19144410914544013
A07,Monthly_Trolley_Total,2,118,0.26831635573640567
A07,Monthly_Trolley_Total,3,117,0.2638879393051073
A07,Monthly_Trolley_Total,4,116,0.22792245330871555
A07,Monthly_Trolley_Total,5,115,0.22791429342988856
A07,Monthly_Trolley_Total,6,114,0.2648233109896357
A07,Monthly_Trolley_Total,7,113,0.16192875326240816
A07,Monthly_Trolley_Total,8,112,0.20682878407885133
A07,Monthly_Trolley_Total,9,111,0.13138181771452956
A07,Monthly_Trolley_Total,10,110,0.091447164210596
A07,Monthly_Trolley_Total,11,109,-0.008895551110215427
A07,Monthly_Trolley_Total,12,108,0.021435646858133286
A07,Monthly_Ward_Total,0,120,0.44582975417922505
A07,Monthly_Ward_Total,1,119,0.4038689339792998
A07,Monthly_Ward_Total,2,118,0.4501870214892397
A07,Monthly_Ward_Total,3,117,0.4367946161740925
A07,Monthly_Ward_Total,4,116,0.4110005134500753
A07,Monthly_Ward_Total,5,115,0.40760577139251764
A07,Monthly_Ward_Total,6,114,0.4462892372349298
A07,Monthly_Ward_Total,7,113,0.3464953483916954
A07,Monthly_Ward_Total,8,112,0.39383045528678956
A07,Monthly_Ward_Total,9,111,0.35882397607438976
A07,Monthly_Ward_Total,10,110,0.3431031614190378
A07,Monthly_Ward_Total,11,109,0.2191055178122102
A07,Monthly_Ward_Total,12,108,0.24053393249795987
A09,Monthly_Total_Pressure,0,120,0.3130294350858253
A09,Monthly_Total_Pressure,1,119,0.2987253600786531
A09,Monthly_Total_Pressure,2,118,0.31634728565947706
A09,Monthly_Total_Pressure,3,117,0.31459377003762196
A09,Monthly_Total_Pressure,4,116,0.309527805826029
A09,Monthly_Total_Pressure,5,115,0.30463780208856334
A09,Monthly_Total_Pressure,6,114,0.2963401491664653
A09,Monthly_Total_Pressure,7,113,0.26508520392168483
A09,Monthly_Total_Pressure,8,112,0.2843708423058403
A09,Monthly_Total_Pressure,9,111,0.26673560995034795
A09,Monthly_Total_Pressure,10,110,0.26611291311204543
A09,Monthly_Total_Pressure,11,109,0.2615253158403485
A09,Monthly_Total_Pressure,12,108,0.2631324147222663
A09,Monthly_Trolley_Total,0,120,0.28215338480899577
A09,Monthly_Trolley_Total,1,119,0.26904809811387304
A09,Monthly_Trolley_Total,2,118,0.2886585105332401
A09,Monthly_Trolley_Total,3,117,0.28625265544771056
A09,Monthly_Trolley_Total,4,116,0.2802317109863465
A09,Monthly_Trolley_Total,5,115,0.27518081983720044
A09,Monthly_Trolley_Total,6,114,0.26630695075095023
A09,Monthly_Trolley_Total,7,113,0.23338738274930587
A09,Monthly_Trolley_Total,8,112,0.24947182705874404
A09,Monthly_Trolley_Total,9,111,0.23245185581777578
A09,Monthly_Trolley_Total,10,110,0.2326588212117855
A09,Monthly_Trolley_Total,11,109,0.23028776007872562
A09,Monthly_Trolley_Total,12,108,0.22853720005975173
A09,Monthly_Ward_Total,0,120,0.30962776980369583
A09,Monthly_Ward_Total,1,119,0.296879625771248
A09,Monthly_Ward_Total,2,118,0.30694077347542553
A09,Monthly_Ward_Total,3,117,0.30687181873657576
A09,Monthly_Ward_Total,4,116,0.3048774591849698
A09,Monthly_Ward_Total,5,115,0.30110577471054395
A09,Monthly_Ward_Total,6,114,0.2951932732877325
A09,Monthly_Ward_Total,7,113,0.2737529373476551
A09,Monthly_Ward_Total,8,112,0.2951553724351623
A09,Monthly_Ward_Total,9,111,0.279973432467797
A09,Monthly_Ward_Total,10,110,0.2778697099155794
A09,Monthly_Ward_Total,11,109,0.2699449083454361
A09,Monthly_Ward_Total,12,108,0.27813613681174215
A10,Monthly_Total_Pressure,0,120,0.3603555292006231
A10,Monthly_Total_Pressure,1,119,0.3529211690480691
A10,Monthly_Total_Pressure,2,118,0.3663279007657856
A10,Monthly_Total_Pressure,3,117,0.3672073583734522
A10,Monthly_Total_Pressure,4,116,0.360628090561688
A10,Monthly_Total_Pressure,5,115,0.36172195925171724
A10,Monthly_Total_Pressure,6,114,0.3659881416448531
A10,Monthly_Total_Pressure,7,113,0.3476090567937147
A10,Monthly_Total_Pressure,8,112,0.3577074526128138
A10,Monthly_Total_Pressure,9,111,0.3524001507204126
A10,Monthly_Total_Pressure,10,110,0.3557183358162841
A10,Monthly_Total_Pressure,11,109,0.34224992108894964
A10,Monthly_Total_Pressure,12,108,0.34579637989902007
A10,Monthly_Trolley_Total,0,120,0.3048403773471317
A10,Monthly_Trolley_Total,1,119,0.29400836813119696
A10,Monthly_Trolley_Total,2,118,0.3057549577025824
A10,Monthly_Trolley_Total,3,117,0.3045794996545025
A10,Monthly_Trolley_Total,4,116,0.2950765589440252
A10,Monthly_Trolley_Total,5,115,0.29252333447661377
A10,Monthly_Trolley_Total,6,114,0.2916198255987767
A10,Monthly_Trolley_Total,7,113,0.2702119397023273
A10,Monthly_Trolley_Total,8,112,0.27530056803828157
A10,Monthly_Trolley_Total,9,111,0.26505689899711926
A10,Monthly_Trolley_Total,10,110,0.26394776029909445
A10,Monthly_Trolley_Total,11,109,0.2489843963953861
A10,Monthly_Trolley_Total,12,108,0.2467497607918788
A10,Monthly_Ward_Total,0,120,0.3972555772448647
A10,Monthly_Ward_Total,1,119,0.39943797814756254
A10,Monthly_Ward_Total,2,118,0.4136310519275306
A10,Monthly_Ward_Total,3,117,0.4184717970026707
A10,Monthly_Ward_Total,4,116,0.4193364213573945
A10,Monthly_Ward_Total,5,115,0.42744897276121185
A10,Monthly_Ward_Total,6,114,0.44063495839042166
A10,Monthly_Ward_Total,7,113,0.43194048184172906
A10,Monthly_Ward_Total,8,112,0.44983359415474566
A10,Monthly_Ward_Total,9,111,0.4557235260372489
A10,Monthly_Ward_Total,10,110,0.4675969215320947
A10,Monthly_Ward_Total,11,109,0.46024631197528615
A10,Monthly_Ward_Total,12,108,0.4750330737751329
A11,Monthly_Total_Pressure,0,120,0.2368367119144925
A11,Monthly_Total_Pressure,1,119,0.23650710377415313
A11,Monthly_Total_Pressure,2,118,0.25161378600985196
A11,Monthly_Total_Pressure,3,117,0.2644632620294504
A11,Monthly_Total_Pressure,4,116,0.267698058915956
A11,Monthly_Total_Pressure,5,115,0.26884270028269125
A11,Monthly_Total_Pressure,6,114,0.27069242302616847
A11,Monthly_Total_Pressure,7,113,0.2594499866563564
A11,Monthly_Total_Pressure,8,112,0.26413445147490755
A11,Monthly_Total_Pressure,9,111,0.26491382600409363
A11,Monthly_Total_Pressure,10,110,0.26867023330633244
A11,Monthly_Total_Pressure,11,109,0.2722385662162404
A11,Monthly_Total_Pressure,12,108,0.273561938051396
A11,Monthly_Trolley_Total,0,120,0.237619881307787
A11,Monthly_Trolley_Total,1,119,0.24096496877776608
A11,Monthly_Trolley_Total,2,118,0.25837876556469996
A11,Monthly_Trolley_Total,3,117,0.2722999136629887
A11,Monthly_Trolley_Total,4,116,0.27699401504122234
A11,Monthly_Trolley_Total,5,115,0.27889365165914326
A11,Monthly_Trolley_Total,6,114,0.27993971419379554
A11,Monthly_Trolley_Total,7,113,0.26783281002882775
A11,Monthly_Trolley_Total,8,112,0.27329433612310117
A11,Monthly_Trolley_Total,9,111,0.27442311164247346
A11,Monthly_Trolley_Total,10,110,0.27994357143389054
A11,Monthly_Trolley_Total,11,109,0.28723496663118653
A11,Monthly_Trolley_Total,12,108,0.28935363192436075
A11,Monthly_Ward_Total,0,120,0.18491877716351987
A11,Monthly_Ward_Total,1,119,0.17797213640608844
A11,Monthly_Ward_Total,2,118,0.1853681599165548
A11,Monthly_Ward_Total,3,117,0.19337979203875577
A11,Monthly_Ward_Total,4,116,0.19298983794677055
A11,Monthly_Ward_Total,5,115,0.1920763605729033
A11,Monthly_Ward_Total,6,114,0.1947963493564311
A11,Monthly_Ward_Total,7,113,0.1876873963580014
A11,Monthly_Ward_Total,8,112,0.1893327166941769
A11,Monthly_Ward_Total,9,111,0.18914493849159408
A11,Monthly_Ward_Total,10,110,0.18847046195183403
A11,Monthly_Ward_Total,11,109,0.1839749830464106
A11,Monthly_Ward_Total,12,108,0.18337113950048708
A12,Monthly_Total_Pressure,0,120,0.23148771064021523
A12,Monthly_Total_Pressure,1,119,0.20851769708085374
A12,Monthly_Total_Pressure,2,118,0.24731062034890153
A12,Monthly_Total_Pressure,3,117,0.2578033286689635
A12,Monthly_Total_Pressure,4,116,0.2428615944904247
A12,Monthly_Total_Pressure,5,115,0.24464257771671657
A12,Monthly_Total_Pressure,6,114,0.2536015316029035
A12,Monthly_Total_Pressure,7,113,0.20932933632670161
A12,Monthly_Total_Pressure,8,112,0.23379495634561814
A12,Monthly_Total_Pressure,9,111,0.23045467798063124
A12,Monthly_Total_Pressure,10,110,0.24925842733364462
A12,Monthly_Total_Pressure,11,109,0.23190521047067555
A12,Monthly_Total_Pressure,12,108,0.24997183904903686
A12,Monthly_Trolley_Total,0,120,0.21017831043930915
A12,Monthly_Trolley_Total,1,119,0.18705581366172117
A12,Monthly_Trolley_Total,2,118,0.23122457392677873
A12,Monthly_Trolley_Total,3,117,0.24413028362876604
A12,Monthly_Trolley_Total,4,116,0.2310881284469725
A12,Monthly_Trolley_Total,5,115,0.2336476636681634
A12,Monthly_Trolley_Total,6,114,0.24077753116735945
A12,Monthly_Trolley_Total,7,113,0.19846132378310946
A12,Monthly_Trolley_Total,8,112,0.22393135140658138
A12,Monthly_Trolley_Total,9,111,0.21938853107548298
A12,Monthly_Trolley_Total,10,110,0.2376510116292418
A12,Monthly_Trolley_Total,11,109,0.22782613254042008
A12,Monthly_Trolley_Total,12,108,0.24376121249953095
A12,Monthly_Ward_Total,0,120,0.22585811612400195
A12,Monthly_Ward_Total,1,119,0.20875329512495097
A12,Monthly_Ward_Total,2,118,0.22860701709193015
A12,Monthly_Ward_Total,3,117,0.23198869649669304
A12,Monthly_Ward_Total,4,116,0.2163273192356032
A12,Monthly_Ward_Total,5,115,0.2159380198003965
A12,Monthly_Ward_Total,6,114,0.2263427921532205
A12,Monthly_Ward_Total,7,113,0.18733365650996023
A12,Monthly_Ward_Total,8,112,0.20424893617510567
A12,Monthly_Ward_Total,9,111,0.20401703454871137
A12,Monthly_Ward_Total,10,110,0.21995148037047457
A12,Monthly_Ward_Total,11,109,0.1911354078120966
A12,Monthly_Ward_Total,12,108,0.2097460109381229
A14,Monthly_Total_Pressure,0,120,0.27287099791582436
A14,Monthly_Total_Pressure,1,119,0.2811799547754496
A14,Monthly_Total_Pressure,2,118,0.29030670053261604
A14,Monthly_Total_Pressure,3,117,0.29801065806146065
A14,Monthly_Total_Pressure,4,116,0.32649780028546266
A14,Monthly_Total_Pressure,5,115,0.3030161843512015
A14,Monthly_Total_Pressure,6,114,0.30068636543717964
A14,Monthly_Total_Pressure,7,113,0.28714785475978016
A14,Monthly_Total_Pressure,8,112,0.2784888333317184
A14,Monthly_Total_Pressure,9,111,0.27840824515205004
A14,Monthly_Total_Pressure,10,110,0.2894917712008889
A14,Monthly_Total_Pressure,11,109,0.2721571962368169
A14,Monthly_Total_Pressure,12,108,0.3017890184875676
A14,Monthly_Trolley_Total,0,120,0.29235366866311535
A14,Monthly_Trolley_Total,1,119,0.2997679363124264
A14,Monthly_Trolley_Total,2,118,0.3133154896545678
A14,Monthly_Trolley_Total,3,117,0.31874363074290185
A14,Monthly_Trolley_Total,4,116,0.3467859954162732
A14,Monthly_Trolley_Total,5,115,0.3160341459684191
A14,Monthly_Trolley_Total,6,114,0.31201773480822276
A14,Monthly_Trolley_Total,7,113,0.29624400182754823
A14,Monthly_Trolley_Total,8,112,0.2882769643543895
A14,Monthly_Trolley_Total,9,111,0.2859181201000991
A14,Monthly_Trolley_Total,10,110,0.29596125085363384
A14,Monthly_Trolley_Total,11,109,0.2819014272871685
A14,Monthly_Trolley_Total,12,108,0.31147614078368546
A14,Monthly_Ward_Total,0,120,0.1750800751208375
A14,Monthly_Ward_Total,1,119,0.18445825156093446
A14,Monthly_Ward_Total,2,118,0.1828393601809001
A14,Monthly_Ward_Total,3,117,0.19362875405418883
A14,Monthly_Ward_Total,4,116,0.21711210074264983
A14,Monthly_Ward_Total,5,115,0.2130401008526868
A14,Monthly_Ward_Total,6,114,0.21421886839969934
A14,Monthly_Ward_Total,7,113,0.20809395897944563
A14,Monthly_Ward_Total,8,112,0.19935586075187947
A14,Monthly_Ward_Total,9,111,0.2038499354744081
A14,Monthly_Ward_Total,10,110,0.21468018371201814
A14,Monthly_Ward_Total,11,109,0.19463636068312015
A14,Monthly_Ward_Total,12,108,0.21809968402915653
B01,Monthly_Total_Pressure,0,120,0.08025348229722232
B01,Monthly_Total_Pressure,1,119,-0.03554261500903077
B01,Monthly_Total_Pressure,2,118,0.08439399924452302
B01,Monthly_Total_Pressure,3,117,0.08431011613699496
B01,Monthly_Total_Pressure,4,116,0.01958466736371221
B01,Monthly_Total_Pressure,5,115,0.038806611163558276
B01,Monthly_Total_Pressure,6,114,0.08142438030033461
B01,Monthly_Total_Pressure,7,113,-0.05250868870621273
B01,Monthly_Total_Pressure,8,112,0.03379897110905074
B01,Monthly_Total_Pressure,9,111,0.009803823191750433
B01,Monthly_Total_Pressure,10,110,0.06333434655981425
B01,Monthly_Total_Pressure,11,109,-0.03409278217357516
B01,Monthly_Total_Pressure,12,108,0.018191401586218223
B01,Monthly_Trolley_Total,0,120,0.04190895026535598
B01,Monthly_Trolley_Total,1,119,-0.09627078234424043
B01,Monthly_Trolley_Total,2,118,0.03278190893587304
B01,Monthly_Trolley_Total,3,117,0.03500474559858603
B01,Monthly_Trolley_Total,4,116,-0.03318491842927058
